row_index,anomaly_score
123,0.04866907217595229
405,0.03041086015811545
321,0.028322393350607933
336,0.027417450954830502
230,0.023653187038911616
29,0.02267593238286425
322,0.020123919801906642
141,0.012801308313689974
58,0.012075997716087694
248,0.009872680374774068
161,0.009794624273851582
32,0.008245920313188715
441,0.007902290648714949
261,0.0009928660384883603
76,-0.0033239428245043223
256,-0.0037103440489814066
266,-0.004752477050120718
276,-0.008102420844612657
117,-0.00877765556815846
15,-0.01163527756303695
202,-0.01472375246222779
23,-0.014790755831848634
349,-0.01569015427226772
352,-0.01616551474781469
353,-0.018764055250268252
394,-0.020698465172994562
350,-0.021303930036781105
425,-0.022792328517306726
251,-0.024333963606401388
260,-0.027516608526808706
376,-0.02761101860846682
10,-0.02830329557095357
323,-0.028501913838080428
11,-0.02979210719429981
304,-0.03014795623168831
169,-0.030805204926691476
286,-0.031915716371962555
428,-0.03277005670049837
7,-0.035062629472143
187,-0.03508049530244972
145,-0.035253694184590234
26,-0.035563119711436886
254,-0.036010023364179466
138,-0.036738057349827824
422,-0.03753958338054941
168,-0.03824880678419518
72,-0.03951274006093042
414,-0.04031075352861113
166,-0.04133919813909703
130,-0.04145213993260055
