experiment,seed,fold,sample_index,prediction,positive_class,top_contributions,expected_value
automl_suite_flaml,42,-1,287,0.010736093856394291,regression,"[('bp', 0.009247007183483754), ('bmi', 0.00821184298958928), ('age', 0.00719558830453006), ('s1', -0.006474441734474369), ('target', -0.006389306798644983), ('s4', 0.0062387496340865645), ('s3', -0.006082644013038736), ('s6', -0.0034939170098730117), ('s5', 0.0017293246963108282), ('s2', 2.0919868621653223e-05)]",0.0005329707358032465
automl_suite_flaml,42,-1,211,0.009397385641932487,regression,"[('target', 0.01132615325310852), ('age', 0.010178769148396894), ('bmi', -0.008603171163169767), ('s4', -0.008265793332226625), ('bp', 0.004992646051835854), ('s1', 0.004974267881633112), ('s3', -0.004243108148479207), ('s5', -0.002911160907446532), ('s2', 0.0012617640895527032), ('s6', 0.0001540480329242904)]",0.0005329707358032465
automl_suite_flaml,42,-1,72,-0.007697985507547855,regression,"[('s3', -0.020221334799638942), ('age', 0.009881637274989061), ('bmi', 0.007979230377078511), ('s1', -0.007189058949620465), ('target', -0.0057927236369118874), ('bp', 0.005297121935101288), ('s4', 0.001924265785249744), ('s2', 0.0006551077610939278), ('s6', -0.00038398799634864364), ('s5', -0.00038121399434369596)]",0.0005329707358032465
automl_suite_flaml,42,-1,321,0.03889714181423187,regression,"[('s3', 0.019501482889565394), ('s4', 0.013906149937343626), ('bp', 0.010677201961653731), ('age', 0.0073359503946957795), ('s1', -0.005698761713679549), ('bmi', -0.005522123025333585), ('target', -0.003430569089952286), ('s6', 0.003224152148573935), ('s5', -0.0022995448425498196), ('s2', 0.0006702324181114064)]",0.0005329707358032465
automl_suite_flaml,42,-1,73,0.008622177876532078,regression,"[('bmi', 0.00858774626920093), ('s4', 0.008100609245874756), ('bp', 0.005706337899949292), ('s3', -0.004095152148030795), ('s1', -0.0038919757785908903), ('s6', -0.003830223210318205), ('target', 0.003167299562484055), ('age', -0.002982528357130564), ('s5', -0.002435728643269524), ('s2', -0.0002371776994402209)]",0.0005329707358032465
automl_suite_flaml,42,-1,287,-0.02147042565047741,regression,"[('s3', -0.009844637014553938), ('s1', -0.00903663611243668), ('target', -0.006474636824721863), ('s4', 0.0056002437799820065), ('s2', -0.004799083540405201), ('bp', 0.003868907877843796), ('s5', 0.0026281476077870836), ('s6', -0.001394076078213607), ('bmi', -0.0013419975433057554), ('age', 0.00026630745190895505)]",-0.0009429652543622069
automl_suite_flaml,42,-1,211,-0.018941784277558327,regression,"[('bmi', -0.01649032806337991), ('s4', -0.011410438994133113), ('target', 0.006754214598839764), ('s5', -0.006452896148812047), ('s1', 0.004556262642879458), ('bp', 0.0038738909823128227), ('age', 0.0021552709513311887), ('s6', -0.0017952135049204392), ('s3', 0.0004364148144276811), ('s2', 0.00037400369825847196)]",-0.0009429652543622069
automl_suite_flaml,42,-1,72,-0.01218133233487606,regression,"[('s3', -0.012142640340055182), ('s1', -0.006846434056522979), ('target', -0.004609919828508746), ('bp', 0.0041243409934406845), ('age', 0.004079784304772029), ('bmi', 0.0017231515576364043), ('s2', 0.0014213183494120175), ('s4', 0.0012910353143830043), ('s6', -0.0009019182039098706), ('s5', 0.0006229148288387793)]",-0.0009429652543622069
automl_suite_flaml,42,-1,321,0.027322111651301384,regression,"[('s4', 0.01308292129988035), ('bp', 0.010572783256190942), ('s3', 0.0076875176604285795), ('s6', 0.0036334140311645438), ('s5', -0.0028562275212403202), ('age', -0.0022656176619959365), ('s2', 0.002245151466880374), ('target', -0.001718262911630806), ('bmi', -0.0012078145316779718), ('s1', -0.0009087881823361676)]",-0.0009429652543622069
automl_suite_flaml,42,-1,73,0.03986140340566635,regression,"[('bmi', 0.01619365999741987), ('s4', 0.009021319734846949), ('bp', 0.004864331392435085), ('target', 0.004375136536417292), ('s2', 0.0036787981833331755), ('s5', 0.0035498406606767345), ('s3', 0.003414589459673369), ('age', -0.0020557241994902152), ('s1', -0.0014231367874228491), ('s6', -0.0008144463178608521)]",-0.0009429652543622069
