row_index,anomaly_score
32824,0.08456059444181918
28386,0.07889519275488754
28376,0.07751511908036246
31616,0.07480006026354735
26939,0.0708204255503927
29926,0.06753026018924935
26956,0.06656128111836312
41885,0.06624225638587666
24927,0.06510992398441062
44109,0.06396029528267022
29721,0.06335970781325106
30710,0.06056285097763481
33312,0.060466909290935233
44151,0.059638033023522996
9144,0.057127164844472667
29341,0.05657625518101195
12520,0.056564336568875384
44067,0.05645546933687007
35957,0.05473170965538576
24122,0.05441635680316348
28577,0.05417292174585109
44061,0.053906463190006804
43917,0.05387221654856822
17061,0.05362414892580247
42859,0.05349500478908997
42267,0.05346280139920356
24596,0.052343673043750094
44167,0.05171605076540142
20736,0.05158734958975397
35440,0.051517207855450886
18005,0.051160743445446744
43301,0.050560542288892285
44316,0.05014078899993768
14588,0.04981831021256633
44350,0.04855797021299435
43393,0.048254154438602814
12476,0.04812635843638091
12267,0.04730605271104371
39925,0.04706374832040805
42701,0.0469765966742961
44848,0.046629782480969384
44161,0.04632527923259855
18001,0.046233079580025316
44738,0.04620160439328602
29687,0.04605801947761545
42378,0.04590622191955307
27908,0.04586836703659791
44806,0.04571774792354788
41967,0.04571745844306885
44924,0.045333359570195575
