experiment,seed,fold,sample_index,prediction,positive_class,top_contributions,expected_value
automl_suite_flaml,42,-1,30,0.8504672897196262,1,"[('thal', 0.09543048688337685), ('class', 0.060099010506058766), ('serum_cholestoral', 0.05182048430244448), ('exercise_induced_angina', -0.01922001545409916), ('resting_electrocardiographic_results', -0.01720479847872225), ('resting_blood_pressure', 0.014615940983411024), ('slope', -0.013241865241694517), ('age', 0.01191302053768094), ('chest', -0.010977357074324491), ('maximum_heart_rate_achieved', -0.006830055901959702)]",0.6840624386574542
automl_suite_flaml,42,-1,116,0.7710280373831776,1,"[('thal', 0.08083753518825851), ('class', 0.06547924014986001), ('oldpeak', -0.04870100845760578), ('age', 0.0220840189041303), ('number_of_major_vessels', -0.020523898635217024), ('maximum_heart_rate_achieved', -0.01602873735198307), ('resting_blood_pressure', 0.015609454142638018), ('serum_cholestoral', 0.014448338986057865), ('resting_electrocardiographic_results', -0.014223917122765533), ('exercise_induced_angina', -0.012015427077649896)]",0.6840624386574542
automl_suite_flaml,42,-1,79,0.8691588785046729,1,"[('serum_cholestoral', 0.08571113264763382), ('thal', -0.07034023404677608), ('slope', 0.054054979068944346), ('chest', 0.04928971472342076), ('class', -0.047797690221568254), ('age', 0.03976799587465332), ('maximum_heart_rate_achieved', 0.036163430751688555), ('resting_blood_pressure', 0.030382183381694506), ('resting_electrocardiographic_results', 0.024338588700482777), ('exercise_induced_angina', -0.016473661032955056)]",0.6840624386574542
automl_suite_flaml,42,-1,127,0.5531011045029737,1,"[('thal', -0.08628602800580258), ('serum_cholestoral', 0.051296430249404855), ('class', -0.05023937992039968), ('age', 0.03445854282477232), ('slope', -0.030657130140550465), ('number_of_major_vessels', -0.018064120866323075), ('fasting_blood_sugar', -0.016672154263571694), ('maximum_heart_rate_achieved', -0.013578362024625994), ('resting_blood_pressure', -0.012616972415902558), ('resting_electrocardiographic_results', 0.01139784040851835)]",0.6840624386574542
automl_suite_flaml,42,-1,196,0.1308411214953271,1,"[('class', -0.0949696803391724), ('thal', -0.09115440150379094), ('slope', -0.06720547971561902), ('exercise_induced_angina', -0.05920146605125646), ('resting_blood_pressure', -0.0528028542505257), ('oldpeak', -0.04757067178533577), ('maximum_heart_rate_achieved', -0.04301543935306751), ('chest', -0.03499068836130887), ('number_of_major_vessels', -0.03409399467679999), ('resting_electrocardiographic_results', -0.028216641125250425)]",0.6840624386574542
automl_suite_flaml,42,-1,30,0.8433365821838379,1,"[('thal', 0.05712635370485169), ('serum_cholestoral', 0.05152963338764808), ('class', 0.04598108953112026), ('resting_blood_pressure', 0.020738759954753546), ('age', 0.012676075608254525), ('slope', -0.009642856814873075), ('exercise_induced_angina', -0.009051131674947477), ('oldpeak', -0.0071444295596501395), ('resting_electrocardiographic_results', -0.00651425237908257), ('maximum_heart_rate_achieved', 0.0053348913340459285)]",0.6823024490917171
automl_suite_flaml,42,-1,116,0.8237821459770203,1,"[('thal', 0.05640461944086697), ('class', 0.04620795985877457), ('resting_blood_pressure', 0.029299629995815403), ('serum_cholestoral', 0.02259161684704013), ('age', 0.02090300348657767), ('exercise_induced_angina', -0.008006123330419343), ('oldpeak', -0.006824180965647131), ('resting_electrocardiographic_results', -0.006731694116110909), ('fasting_blood_sugar', -0.00631459899343853), ('chest', -0.006050535338155703)]",0.6823024490917171
automl_suite_flaml,42,-1,79,0.7963559627532959,1,"[('maximum_heart_rate_achieved', 0.07889208193595489), ('serum_cholestoral', 0.05540894312818839), ('thal', -0.03864313137998409), ('class', -0.029870245595593547), ('resting_blood_pressure', 0.02834613079265553), ('age', 0.019813081799328013), ('oldpeak', -0.005290417336529133), ('chest', 0.005215330828725454), ('slope', 0.0046754622584893515), ('fasting_blood_sugar', -0.004493722769656025)]",0.6823024490917171
automl_suite_flaml,42,-1,127,0.39981499314308167,1,"[('thal', -0.08331573243696172), ('maximum_heart_rate_achieved', -0.07902824649643846), ('class', -0.05240162717714326), ('serum_cholestoral', 0.0324925485745145), ('slope', -0.03236366016189421), ('oldpeak', -0.028712834329952513), ('resting_blood_pressure', -0.02507199269213395), ('fasting_blood_sugar', -0.007966682396676906), ('exercise_induced_angina', -0.007720622622356436), ('chest', 0.0016013937904075326)]",0.6823024490917171
automl_suite_flaml,42,-1,196,0.3469218611717224,1,"[('thal', -0.09219341750319794), ('class', -0.07502460110697715), ('maximum_heart_rate_achieved', -0.05074634700636715), ('resting_blood_pressure', -0.02973829217840602), ('serum_cholestoral', -0.01959245531834404), ('age', -0.01913757623569685), ('oldpeak', -0.016849859847227398), ('exercise_induced_angina', -0.016204693329516826), ('slope', -0.00864715833672071), ('fasting_blood_sugar', -0.0072461870575405984)]",0.6823024490917171
automl_suite_flaml,42,-1,30,0.8153089880943298,1,"[('resting_blood_pressure', 0.0427583536187418), ('number_of_major_vessels', 0.02951842246173773), ('thal', 0.02744705794363404), ('chest', -0.02710612589587813), ('age', 0.022440585548184844), ('maximum_heart_rate_achieved', 0.019910121585420864), ('oldpeak', 0.01960390559497537), ('class', 0.01898953162594894), ('slope', -0.018727996873966535), ('serum_cholestoral', 0.009579798179944232)]",0.6708953343055867
automl_suite_flaml,42,-1,116,0.795691967010498,1,"[('thal', 0.05101139344938934), ('maximum_heart_rate_achieved', 0.04720684569793185), ('resting_blood_pressure', 0.03746852649906629), ('exercise_induced_angina', -0.023509028314105923), ('class', 0.018825738548112862), ('slope', 0.016746835448333566), ('age', 0.01645241197513033), ('number_of_major_vessels', -0.01595026027904668), ('serum_cholestoral', -0.012080298403676831), ('oldpeak', -0.011375531916223444)]",0.6708953343055867
automl_suite_flaml,42,-1,79,0.7469903826713562,1,"[('maximum_heart_rate_achieved', 0.11337044640324113), ('thal', -0.039428959075517744), ('age', 0.036129879034212484), ('resting_blood_pressure', 0.0280887495574116), ('number_of_major_vessels', -0.025530571117871714), ('serum_cholestoral', 0.02193884070284413), ('resting_electrocardiographic_results', -0.020078342246710172), ('fasting_blood_sugar', -0.016118534960496263), ('chest', -0.013352630539954627), ('oldpeak', -0.00892382939138929)]",0.6708953343055867
automl_suite_flaml,42,-1,127,0.5473182201385498,1,"[('resting_blood_pressure', -0.08846514544684515), ('thal', -0.06076789971501509), ('serum_cholestoral', 0.05269226441318606), ('age', 0.035650364430082786), ('chest', -0.03409531943422435), ('resting_electrocardiographic_results', 0.020876019471717324), ('number_of_major_vessels', -0.015918354050335596), ('maximum_heart_rate_achieved', -0.0131528869064019), ('class', -0.012568440339910097), ('exercise_induced_angina', -0.007827716589290837)]",0.6708953343055867
automl_suite_flaml,42,-1,196,0.27098506689071655,1,"[('resting_blood_pressure', -0.14174096086556442), ('maximum_heart_rate_achieved', -0.10610217735208932), ('exercise_induced_angina', -0.0751725721762733), ('thal', -0.060716486166320145), ('age', 0.025308368931740738), ('serum_cholestoral', -0.016579226131704122), ('number_of_major_vessels', -0.015712673790023432), ('class', -0.014188023154503928), ('resting_electrocardiographic_results', 0.011056673805580064), ('slope', -0.006063190515712261)]",0.6708953343055867
automl_suite_flaml,42,-1,30,0.8342375150081103,1,"[('thal', 0.07213774361127988), ('class', 0.07038824305047214), ('serum_cholestoral', 0.02588298576676694), ('resting_blood_pressure', 0.017308536563454366), ('number_of_major_vessels', -0.012929367591051653), ('maximum_heart_rate_achieved', -0.00650919432085643), ('slope', -0.003650286748856949), ('oldpeak', 0.0023051600148943684), ('chest', 0.0016428769477612876), ('exercise_induced_angina', 0.0011563208600210706)]",0.6665044968542252
automl_suite_flaml,42,-1,116,0.8342375150081103,1,"[('class', 0.07228255468130787), ('thal', 0.05859154309513524), ('resting_blood_pressure', 0.02161453298934503), ('serum_cholestoral', 0.01308352073174855), ('number_of_major_vessels', 0.008133692757184851), ('chest', -0.006671011204996804), ('maximum_heart_rate_achieved', -0.0056623519392311195), ('resting_electrocardiographic_results', 0.002824623618964568), ('slope', 0.0022308277294533553), ('age', 0.0013050856949735623)]",0.6665044968542252
automl_suite_flaml,42,-1,79,0.7312504343200412,1,"[('maximum_heart_rate_achieved', 0.10398278011333531), ('class', -0.04778619395650009), ('thal', -0.04695218955428363), ('serum_cholestoral', 0.023258937924709816), ('number_of_major_vessels', 0.019989395093319474), ('oldpeak', -0.01232511951039161), ('chest', 0.012014659177791846), ('slope', 0.011145160479764906), ('resting_blood_pressure', 0.006047973647679616), ('resting_electrocardiographic_results', -0.004629465949609598)]",0.6665044968542252
automl_suite_flaml,42,-1,127,0.4244559517081097,1,"[('class', -0.09385871529823904), ('thal', -0.08562560199528056), ('maximum_heart_rate_achieved', -0.06981605965789198), ('number_of_major_vessels', 0.02251657598519407), ('slope', -0.01745376510123737), ('oldpeak', -0.014777330572561873), ('serum_cholestoral', 0.014704600154322062), ('fasting_blood_sugar', -0.009252030728307076), ('exercise_induced_angina', 0.005806273676376356), ('age', 0.00570750839150988)]",0.6665044968542252
automl_suite_flaml,42,-1,196,0.4419233924282519,1,"[('class', -0.09082846503356967), ('thal', -0.08835446135000097), ('number_of_major_vessels', 0.024308232045211264), ('slope', -0.018516650233136606), ('oldpeak', -0.017268139990646733), ('serum_cholestoral', -0.015417605017700146), ('resting_blood_pressure', -0.009999751397787504), ('fasting_blood_sugar', -0.009786316856801237), ('age', 0.003954223565562659), ('maximum_heart_rate_achieved', -0.002672170157104325)]",0.6665044968542252
automl_suite_flaml,42,-1,30,0.7753810006682784,1,"[('class', 0.09898957739659166), ('thal', 0.09172335406622079), ('oldpeak', -0.03258882413160804), ('maximum_heart_rate_achieved', -0.017302940066842354), ('chest', -0.015005447252540752), ('slope', -0.013881629428885277), ('resting_blood_pressure', -0.010923555424132328), ('fasting_blood_sugar', -0.010334562469636615), ('number_of_major_vessels', -0.00651039602383204), ('resting_electrocardiographic_results', -0.001618229274608446)]",0.6928336532775519
automl_suite_flaml,42,-1,116,0.7753810006682784,1,"[('class', 0.11139152677943415), ('thal', 0.0911915642272671), ('resting_blood_pressure', -0.02667486412469505), ('slope', -0.02512167407664994), ('chest', -0.023344891702002952), ('age', -0.010988530552216635), ('fasting_blood_sugar', -0.010506586576953794), ('resting_electrocardiographic_results', -0.009534627008039795), ('number_of_major_vessels', -0.008624221712627842), ('oldpeak', -0.005240347862788803)]",0.6928336532775519
automl_suite_flaml,42,-1,79,0.5425363748738361,1,"[('class', -0.10455807541167472), ('thal', -0.07556049470280969), ('maximum_heart_rate_achieved', 0.06591225755333084), ('resting_blood_pressure', -0.017148088204673045), ('resting_electrocardiographic_results', -0.013179914667249135), ('fasting_blood_sugar', -0.01262202019670702), ('serum_cholestoral', 0.009227336107353244), ('age', 0.00850191620758542), ('exercise_induced_angina', -0.006338839353098654), ('oldpeak', -0.004531355735773006)]",0.6928336532775519
automl_suite_flaml,42,-1,127,0.5903684550743374,1,"[('class', -0.10063318069060112), ('thal', -0.07610943385505049), ('maximum_heart_rate_achieved', 0.04048922407831646), ('fasting_blood_sugar', -0.0229144580758822), ('resting_electrocardiographic_results', 0.014057440623960717), ('age', 0.011902763845989294), ('serum_cholestoral', 0.010231267627916334), ('resting_blood_pressure', 0.010145238883538315), ('oldpeak', 0.005523621757452564), ('slope', 0.0048423176011456875)]",0.6928336532775519
automl_suite_flaml,42,-1,196,0.399892264598147,1,"[('class', -0.1302735354644732), ('thal', -0.11204741155589454), ('maximum_heart_rate_achieved', -0.02545199759369091), ('fasting_blood_sugar', -0.02286647216843308), ('oldpeak', -0.011365180975823848), ('age', 0.011108565031337092), ('serum_cholestoral', 0.008515828871346257), ('resting_electrocardiographic_results', -0.005436376579019516), ('slope', -0.002810240104448525), ('resting_blood_pressure', -0.0023145681403047005)]",0.6928336532775519
boosting_suite_catboost_baseline,42,-1,30,0.9996202578965429,1,"[('thal', 0.11362045352746508), ('class', 0.06537376325194877), ('serum_cholestoral', 0.06122360492416882), ('resting_blood_pressure', 0.02763659694484936), ('age', 0.020346408543741108), ('slope', -0.01783813490002822), ('number_of_major_vessels', 0.014099877003156744), ('oldpeak', 0.009284985907721949), ('resting_electrocardiographic_results', 0.006418472091074712), ('maximum_heart_rate_achieved', 0.003320089879132723)]",0.6961341407233118
