framework_a,framework_b,metric,diff,t_stat,p_value,boot_ci_low,boot_ci_high
CatBoost,feature_ablation_xgboost_baseline,accuracy,0.04444444444444451,2.3310860696574363,0.08015667421022164,0.0037037037037037424,0.07407407407407407
CatBoost,feature_ablation_xgboost_poly2,accuracy,0.05185185185185193,2.418831591627808,0.07285505961025575,0.014814814814814814,0.0888888888888889
CatBoost,automl_suite_flaml,accuracy,0.08148148148148149,4.2736577943719665,0.012912536283289974,0.04814814814814818,0.11481481481481481
CatBoost,automl_suite_h2o,accuracy,0.0555555555555558,2.371708245126286,0.07667814018767825,0.011111111111111138,0.10000000000000002
feature_ablation_xgboost_baseline,feature_ablation_xgboost_poly2,accuracy,0.007407407407407418,0.35634832254989857,0.7395812342672978,-0.02962962962962965,0.04444444444444444
feature_ablation_xgboost_baseline,feature_ablation_xgboost_poly2,fit_time_sec,0.045399658399401244,15.712329782692105,9.584099836170305e-05,0.04060121680086015,0.05029233320092315
feature_ablation_xgboost_baseline,feature_ablation_xgboost_poly2,predict_time_sec,-0.0033613664010772397,-64.07381032408927,3.5540549844290247e-07,-0.0034499081986723397,-0.0032693082030164
feature_ablation_xgboost_baseline,automl_suite_flaml,accuracy,0.03703703703703698,2.1081851067789197,0.1027004274955118,0.003703703703703742,0.07037037037037033
feature_ablation_xgboost_baseline,automl_suite_flaml,fit_time_sec,-599.5269227500045,-38954.12457257854,2.6057782417635147e-18,-599.5551580082101,-599.501384883601
feature_ablation_xgboost_baseline,automl_suite_flaml,predict_time_sec,-0.00579252479947172,-1.5033988203032655,0.20716640737580394,-0.012141891397186558,0.0005568417982431199
feature_ablation_xgboost_baseline,automl_suite_h2o,accuracy,0.011111111111111294,0.49656353316142093,0.645547083245607,-0.02592592592592593,0.04824074074074067
feature_ablation_xgboost_baseline,automl_suite_h2o,fit_time_sec,-590.128713433203,-153.00000604670265,1.0946159838896076e-08,-597.8824719078082,-586.0779955915932
feature_ablation_xgboost_baseline,automl_suite_h2o,predict_time_sec,-0.022865583404200144,-9.49688967282514,0.0006860991106800085,-0.027312177340791083,-0.01917269180412402
feature_ablation_xgboost_poly2,automl_suite_flaml,accuracy,0.02962962962962956,1.1731769201708262,0.30581680803983724,-0.014814814814814814,0.07407407407407407
feature_ablation_xgboost_poly2,automl_suite_flaml,fit_time_sec,-599.5723224084038,-38638.476436896235,2.6919765673844037e-18,-599.6008366002061,-599.5464113752008
feature_ablation_xgboost_poly2,automl_suite_flaml,predict_time_sec,-0.00243115839839448,-0.6325775926607919,0.5613659109013112,-0.0087679419928463,0.00389964199857784
feature_ablation_xgboost_poly2,automl_suite_h2o,accuracy,0.0037037037037038756,0.15161960871578126,0.8868266377960938,-0.03703703703703705,0.04444444444444449
feature_ablation_xgboost_poly2,automl_suite_h2o,fit_time_sec,-590.1741130916023,-152.93511670036372,1.0964746545153073e-08,-597.9304521078099,-586.1189154251915
feature_ablation_xgboost_poly2,automl_suite_h2o,predict_time_sec,-0.019504217003122905,-8.114918198750729,0.0012539461946899457,-0.023975118289090467,-0.01584715880162546
automl_suite_flaml,automl_suite_h2o,accuracy,-0.025925925925925686,-2.745625891934577,0.05160595781117472,-0.04074074074074072,-0.011111111111111094
automl_suite_flaml,automl_suite_h2o,fit_time_sec,9.398209316801513,2.439563089297242,0.07124197645273243,1.6485224421980091,13.466694702627354
automl_suite_flaml,automl_suite_h2o,predict_time_sec,-0.017073058604728426,-4.608230505010794,0.00996891638798471,-0.0223900566577504,-0.009783524996601022
H2O_AutoML,leaderboard,f1_macro,0.0,,,0.0,0.0
H2O_AutoML,leaderboard,accuracy,0.0,,,0.0,0.0
boosting_suite_xgboost_baseline,boosting_suite_lightgbm_baseline,accuracy,-0.0037037037037036535,-0.24174688920761445,0.8143944955603175,-0.035185185185185174,0.02222222222222222
boosting_suite_xgboost_baseline,boosting_suite_lightgbm_baseline,fit_time_sec,0.08340420010063099,23.018517629236282,2.619669247687394e-09,0.07645979483371775,0.08961507212839938
boosting_suite_xgboost_baseline,boosting_suite_lightgbm_baseline,predict_time_sec,0.00047583740088155994,23.16313549717282,2.47819802635853e-09,0.0004352215684411806,0.000510795598020167
boosting_suite_xgboost_baseline,boosting_suite_catboost_baseline,accuracy,0.012962962962963065,0.9780675089485064,0.35359758396894514,-0.011111111111111117,0.035185185185185174
boosting_suite_xgboost_baseline,boosting_suite_catboost_baseline,fit_time_sec,0.2664842166981543,29.144975004559086,3.2141857531931e-10,0.24726660534484834,0.2786082271401028
boosting_suite_xgboost_baseline,boosting_suite_catboost_baseline,predict_time_sec,0.0009324874001322299,14.71913185698854,1.329222746918617e-07,0.0008049687202583432,0.0010229154085391184
boosting_suite_lightgbm_baseline,boosting_suite_catboost_baseline,accuracy,0.01666666666666672,0.8336351534774917,0.4260571664885099,-0.01856481481481482,0.05185185185185186
boosting_suite_lightgbm_baseline,boosting_suite_catboost_baseline,fit_time_sec,0.18308001659752332,24.893407618712683,1.3076490808017772e-09,0.16801595620832815,0.19316421810792234
boosting_suite_lightgbm_baseline,boosting_suite_catboost_baseline,predict_time_sec,0.00045664999925067,6.6156859617740915,9.75008814791749e-05,0.0003155996550049231,0.0005590480189130188
