row_index,anomaly_score
39122,0.07711017453737357
42600,0.0710008042710214
2330,0.06763539400189733
20417,0.06662266119805638
41985,0.06247222945721631
45230,0.06243460603957107
26909,0.059909044431884495
46460,0.05975693469773813
39256,0.05893735414651069
33308,0.05814721193995909
32370,0.057628493058254904
45154,0.056951242750405084
39782,0.05600894288813174
8947,0.05568448576998897
16494,0.0550388299115282
23689,0.05476174835554093
1291,0.05424609344680209
17538,0.05422643899001944
29746,0.05388485754872363
33796,0.05354073713507479
14779,0.053109877987189025
14273,0.05293695398548659
4768,0.05260953362597853
19027,0.05205334173507803
32203,0.050877267618653854
42804,0.05062528568321578
29594,0.05026711659137173
37343,0.05015669403560541
34369,0.05012153006109332
18189,0.04972851617052998
28264,0.048800492467424905
21911,0.04864691636993401
32341,0.048552937890667835
2130,0.04848111017899437
9599,0.04799723356384855
22462,0.047655875828566896
42344,0.04724573313948288
44281,0.04708193403475758
15037,0.047059479449697794
30234,0.04693132768386277
6524,0.04667125057663024
37400,0.04630061114296624
6751,0.0459478054695005
38873,0.045877638836172574
12174,0.04556180013579347
17259,0.04548591823902648
4718,0.04538378608293503
43018,0.045382899208770144
27602,0.04528013467185832
11597,0.04512891570030375
