feature,importance
ExpirationYear,984
EffectiveYear,893
PriorInsurance,739
AppPolicy,671
IsRenewal,527
IsAgencyBilled,454
United_States_Liability_Insurance_Group,434
BOP,410
GL,395
The_Hartford,386
TX,336
EO,318
CA,311
WC,309
Hiscox,270
IsSurplusLines,253
CPKG,239
CNA_Insurance_Companies,212
FireSprinkler,177
PriorClaim,171
CA_1,157
Western_Surety_Company,147
RoofingUpdate,146
NJ,140
AZ,139
Security_National_Insurance_Company,136
Contractors_Bonding_and_Insurance_Company_RLI,135
CO,133
FO,133
CBP,127
OK,126
UB,125
IL,125
PU,124
PlumbingUpdate,124
Indemnity_Insurance_Company_of_North_America,119
Philadelphia_Indemnity_Insurance_Company,114
MN,112
Zurich_Small_Business,103
PA,101
Travelers,100
SE,99
NM,94
OR,91
WA,91
MO,86
PROP,85
Wesco_Insurance_Company,84
NV,82
MI,76
Aon_Insurance,72
Liberty_Mutual_Insurance_Company,72
BinderExpectedFlag,70
OH,69
HeatingUpdate,69
GA,64
ERQK,62
NY,60
VA,58
Progressive_Insurance_Company,58
POP,56
ProducerHoldFlag,55
INM,54
Hanover_Insurance_Company,52
TN,51
MT,51
Utica_First_Insurance_Company,51
Pioneer,50
SD,50
DO,50
SB,49
United_States_Liability_Insurance_Co,47
C_N_A,47
WiringUpdate,46
Couch_Braunsdorf,44
CGP,44
RLI_Insurance_Company,43
Beazley_Insurance_Company_Inc,42
The_Hanover_Insurance_Group_Inc,41
Seneca_Specialty_Insurance_Co,40
UT,40
Great_American_Insurance_Company,39
AL,39
KY,38
FirstComp_Insurance_Company,38
Sentinel_Insurance_Company_Hartford,38
EPLI,37
United_Specialty_Insurance_Company,37
Hartford_Fire_Insurance_Company,36
OTH,35
TBD_Carrier,35
ND,34
CT,33
Preferred_Contractors_Ins_Co_RRG_LLC,32
Penn_Nat_Mut_Cas_Ins_Co_Penn_National,32
ID,31
FB,31
Navigators_Insurance_Company,31
Hanover,31
YearTerm,29
MD,29
IA,28
DC,27
Zurich_Insurance_Company,27
Hartford_Casualty_Insurance,26
Century_Surety,26
Amtrust_International_Underwriters_Limited,26
LL,26
USTL,25
Mount_Vernon_Fire_Insurance_Co,25
CPKG_AUTO,24
IN,24
KS,24
WI,23
McGowan,23
American_International_Group_AIG,22
Other_Carrier,22
Travelers_Prop_Cas_Ins_Co_Travelers,20
ACE,20
Hartford,19
