feature,importance
ExpirationYear,936
EffectiveYear,887
PriorInsurance,714
AppPolicy,663
IsRenewal,552
United_States_Liability_Insurance_Group,490
IsAgencyBilled,446
GL,442
BOP,419
The_Hartford,349
TX,345
EO,303
WC,302
CA,299
Hiscox,283
CPKG,248
CNA_Insurance_Companies,204
IsSurplusLines,199
PriorClaim,194
UB,177
FireSprinkler,167
Western_Surety_Company,161
NJ,160
Security_National_Insurance_Company,149
CO,147
RoofingUpdate,143
AZ,142
PA,138
Contractors_Bonding_and_Insurance_Company_RLI,135
Zurich_Small_Business,135
FO,128
PlumbingUpdate,128
CA_1,123
CBP,122
Indemnity_Insurance_Company_of_North_America,120
OK,120
PU,116
IL,114
WA,114
MN,111
NM,101
Travelers,100
Philadelphia_Indemnity_Insurance_Company,97
PROP,88
MO,88
SE,86
Liberty_Mutual_Insurance_Company,85
OR,84
Wesco_Insurance_Company,81
NV,79
GA,79
VA,75
Aon_Insurance,72
MI,72
OH,72
CGP,70
POP,70
Pioneer,67
ProducerHoldFlag,63
Hanover_Insurance_Company,60
HeatingUpdate,59
BinderExpectedFlag,59
Great_American_Insurance_Company,54
ERQK,54
NY,52
DO,51
RLI_Insurance_Company,51
INM,50
KS,50
OTH,49
Progressive_Insurance_Company,49
Utica_First_Insurance_Company,48
MT,47
SB,46
C_N_A,45
The_Hanover_Insurance_Group_Inc,44
Couch_Braunsdorf,43
AL,43
Seneca_Specialty_Insurance_Co,41
WiringUpdate,41
FB,41
United_States_Liability_Insurance_Co,41
KY,40
United_Specialty_Insurance_Company,40
CT,39
TN,37
UT,36
Sentinel_Insurance_Company_Hartford,35
Beazley_Insurance_Company_Inc,34
Hartford_Fire_Insurance_Company,32
WI,31
TBD_Carrier,31
Penn_Nat_Mut_Cas_Ins_Co_Penn_National,31
WY,30
Hanover,30
Navigators_Insurance_Company,30
Century_Surety,30
FirstComp_Insurance_Company,29
SD,28
ID,28
Hartford_Casualty_Insurance,28
YearTerm,28
IN,26
USTL,25
McGowan,25
Preferred_Contractors_Ins_Co_RRG_LLC,25
Endurance_Contract_Binding,25
LL,24
Other_Carrier,24
Mount_Vernon_Fire_Insurance_Co,23
ND,23
EPLI,22
PHO,22
IA,21
DC,21
GARAGE_PKG,21
MD,21
Travelers_Prop_Cas_Ins_Co_Travelers,20
Zurich,19
NE,19
Amtrust_International_Underwriters_Limited,19
Hartford,19
NC,15
AR,15
American_International_Group_AIG,15
Travelers_Indemnity_Company_Travelers,13
TL,12
Brown_Riding,10
Bankers_Insurance_Group,9
Underwriters_at_Lloyds_London,9
Northfield_Insurance_Company,8
CYB,8
Progressive_Casualty_Insurance_Company,7
Essex_Insurance_Company,5
FL,5
CRM,3
ACE,2
Liberty_Agency_Underwriters,1
Associated_Industries_Insurance_Co_Inc,0
BindRequest,0
VT,0
ROCHDALE_INSURANCE_CO,0
RSUI_Indemnity_Company,0
Risk_Placement_Services_Inc,0
Rockhill_Insurance_Company,0
Rockingham_Casualty_Company,0
Safeco,0
Safeco_Ins_Co_of_America_Safeco,0
Safeco_Ins_co_of_Illinois_Safeco,0
Scottsdale_Insurance_Company,0
Selective_Auto_Ins_Co_of_NJ_Selective,0
WV,0
Selective_Casualty_Inc_Co,0
Selective_Fire_and_Casualty_Ins_Co,0
Selective_Ins_Co_of_America_Selective,0
Selective_Way_Ins_Co_Selective,0
Seneca_Insurance_Company,0
Seneca_Insurance_Company_Inc,0
Allied_World_National_Insurance_Co,0
Seneca_Specialty_Insurance_Company,0
SC,0
Sentinel_Insurance_Company_Limited,0
Starr_Indemnity_STARR,0
QBE,0
AmTrust,0
National_Union_Fire_Ins_Co_Pittsburgh_PA,0
Peerless_Indemnity_Ins_Co_Peerless,0
CPKG_AUTO,0
NorGuard_Insurance_Company,0
Norman_Spencer,0
AmTrust_International_Underwriters_Ltd,0
Ohio_Casualty_Group,0
Ohio_Security_Insurance_Company,0
OneBeacon_Insurance_Co,0
Other,0
AmTrust_Insurance_Company_of_Kansas,0
Palomar_Specialty_Insurance_Company,0
Peerless_Insurance_Company,0
Progressive_Auto_Insurance_Company,0
CEQ,0
Penn_America_Insurance_Company,0
BR,0
Philadelphia_Insurance_Companies,0
Philadelphia_Insurance_Company,0
DE,0
Plaza_Insurance_Company_State_Auto,0
AHG,0
Preferred_Mutual_Ins_Co_Preferred,0
Professional_Solutions_Insurance_Co,0
State_Auto_Mutual_Ins_Co,0
State_Auto_P_C_Ins_Co,0
Stillwater_Insurance_Co_Fidelity,0
Stillwater_Insurance_Group,0
United_Property_Casualty_Insurance_Co,0
United_Specialty_Insurance_Co,0
United_Specialty_Insurance_Co_CS,0
United_Specialty_Insurance_Co_1,0
AXIS_Insurance_Company,0
United_States_Fidelity_and_Guaranty_Company,0
United_States_Fire_Insurance_Company,0
MS,0
ME,0
Unitrin_County_Mutual_Insurance_Company,0
ATRIUM_Certain_Underwriters_at_Lloyd_s,0
WESCO_Insurance_Company,0
MA,0
West_American_Insurance_Company,0
Westchester_Fire_Insurance_Company,0
Western_Heritage_Insurance_Company,0
Western_Surety_Co,0
LA,0
Western_World,0
Western_World_Insurance_Co,0
Zenith_Insurance_Company,0
AON_Insurance,0
Zurich_Insurance_Company,0
United_National_Insurance_Company,0
United_Fire_Casualty_Group,0
Acceptance_Casualty_Co,0
Tower_Insurance_Companies,0
SureTec_Insurance_Company,0
RI,0
Tapco,0
Technology_Insurance_Company,0
PR,0
HI,0
Torus_National_Insurance_Co,0
Torus_National_Insurance_Company,0
Torus_Specialty_Insurance_Co,0
Tower_Ins_Co_of_New_York_Tower,0
Allied,0
Underwriters_at_Lloyd_s_London_Illinois,0
Travelers_Auto_Ins_Co_of_NJ_Travelers,0
Travelers_Casualty_Insurance_Company_of_America,0
Allianz_Global_Corporate_Specialty,0
Travelers_Indemnity_Company_of_America,0
Admiral_Insurance_Company,0
Travelers_Prop_Insurance_Company,0
Tudor_Insurance_Co,0
Twin_City_Fire_Insurance_Co,0
U_S_Underwriters_Insurance_Company,0
US_Underwriters_Insurance_Co,0
Nautilus_Insurance,0
National_Fire_and_Marine_Insurance_Co,0
Atain_Specialty_Insurance_Company,0
PERQK,0
CNA_Transportation_Insurance_Company,0
American_Safety_Casualty_Insurance_Company,0
Covington_Specialty_Insurance_Company,0
Crum_Forster_Insurance,0
Cumberland_Mut_Fire_Ins_Co_Cumberland,0
Dallas_National_Insurance_Company,0
Empire,0
Employers_Compensation_Insurance_Company,0
Endurance_American_Insurance_Company,0
PWO,0
Essex_Insurance_Co,0
American_Guarantee,0
Evanston_Insurance_Company,0
Everest_National_Insurance_Company,0
