feature,importance
s3 target,0.07813473
s4 target,0.04974578
bp target,0.04540954
s3,0.03175621
s1 s4,0.024416063
target^2,0.024154235
age s1,0.02368116
bmi bp,0.022909375
s3 s4,0.021599954
s4 s5,0.021383805
bmi target,0.020263556
age s5,0.019884435
s5 target,0.018530115
age target,0.018505367
bmi^2,0.018146968
bmi,0.017515615
bmi s1,0.017366568
bmi s4,0.017027859
bp s2,0.016826516
target,0.016712585
s4,0.01652699
s3 s5,0.01603985
bp s1,0.0154116675
bmi s6,0.015082843
s1 target,0.014846168
s6,0.014538361
s4 s6,0.014528247
s6 target,0.014337113
age s3,0.014278279
bmi s3,0.013745828
age s2,0.013733298
s2 s4,0.013726731
bp s3,0.013708509
s4^2,0.013488271
s1,0.013444185
s1^2,0.013266682
age s6,0.013078752
s1 s2,0.011638175
s3 s6,0.011204972
bmi s5,0.011101801
s6^2,0.010896809
bmi s2,0.010180609
s1 s3,0.009823495
bp,0.009678156
s1 s5,0.009673947
bp s5,0.009304541
s1 s6,0.009022468
age bmi,0.009005244
s5 s6,0.008659744
s2^2,0.008638686
bp s4,0.008589821
s2 s6,0.00838595
age bp,0.0077731963
age,0.007689113
s2 s5,0.0076218136
s2 target,0.007285627
bp s6,0.007087118
s3^2,0.007072398
age^2,0.0069772843
s2 s3,0.00673326
age s4,0.0065652193
s2,0.0065207104
bp^2,0.0061407494
s5,0.0051799486
s5^2,0.0037970447
