feature,importance
s4 target,0.088535726
bp target,0.058561604
s4,0.037193786
s3 target,0.028897688
s3,0.026781978
s4 s6,0.02570281
bp s3,0.023958227
bmi^2,0.023725834
bmi target,0.022253638
s1 target,0.020477725
bmi bp,0.01970812
age target,0.019320782
s3 s5,0.01849354
s6,0.017066384
bp s1,0.017052487
s3^2,0.016594581
s2 s5,0.016454032
age s3,0.016173512
target,0.015784463
s5,0.015547771
s5^2,0.014979205
s4^2,0.014933091
bmi s1,0.014743067
s5 target,0.014194637
bmi s3,0.013881729
bp s2,0.013770722
s1 s4,0.013440193
age s1,0.013389852
age s5,0.013250388
bp s5,0.013200024
target^2,0.01287238
bmi s6,0.012390398
s1 s5,0.01230427
age s6,0.012268689
bmi s4,0.012120677
bp,0.012091902
s1 s2,0.0120294215
bmi s2,0.011440674
s3 s6,0.011382311
age s2,0.01096071
s1 s3,0.010798607
s4 s5,0.010684318
age^2,0.010378698
age bmi,0.010359147
s3 s4,0.0102733895
bp^2,0.01019735
s1,0.00990772
bmi,0.009812994
age bp,0.009556935
s2 s3,0.009484035
s5 s6,0.009344039
bp s4,0.00916546
s1 s6,0.008813761
bp s6,0.0082883565
s6 target,0.008146372
s2,0.007919718
s2 s4,0.0077043283
bmi s5,0.007695456
s2 target,0.007588818
s2^2,0.006942275
age,0.0066809803
s6^2,0.0058856076
s1^2,0.005624181
s2 s6,0.005505344
age s4,0.0053130602
