feature,importance
s3 target,0.067799926
bp target,0.05171171
s3,0.035867997
s4 target,0.027581153
bmi^2,0.02607287
bmi bp,0.022479843
age target,0.02168345
s1 s4,0.021646824
s4 s5,0.021088194
s5^2,0.02035063
s3 s5,0.020130677
s1 s3,0.019882215
age^2,0.01924258
age s5,0.018806985
s1 s2,0.018754078
s1^2,0.018491162
age s3,0.018161884
s5,0.018074885
s3 s6,0.017546024
s1 target,0.017347556
age s6,0.01702639
bmi s5,0.016985765
bmi target,0.01653097
bp s4,0.016382288
bmi s2,0.016317435
s3 s4,0.01625157
age bmi,0.016122073
s4 s6,0.015332827
bmi s6,0.014915959
bmi s4,0.014725149
bp s2,0.014190888
bmi s3,0.014185623
bmi,0.013490517
bp s1,0.012730185
s6^2,0.012549541
s4^2,0.0125091085
s2^2,0.011931219
s3^2,0.01168395
age s4,0.011536417
s5 target,0.011445583
bp,0.010998705
bp s3,0.010906066
target^2,0.010855706
s2 s5,0.010757781
s1 s6,0.010655154
age s2,0.010217419
bp s5,0.010015281
s5 s6,0.00993397
s6,0.009697579
s1 s5,0.0093835555
s2 target,0.009196962
s4,0.008716509
s1,0.0085425405
bmi s1,0.008415887
age bp,0.008151428
age,0.0077176485
target,0.0076096524
bp s6,0.007588381
age s1,0.007215646
bp^2,0.0071643447
s2,0.0059420327
s6 target,0.0058478448
s2 s6,0.0058106203
s2 s3,0.0047293794
s2 s4,0.004365811
